alcohol,malic_acid,ash,class
1.518612540989146,-0.5622497983286235,0.2320525409947431,A
0.2462896270150547,-0.4994133781369054,-0.8279963232661995,A
0.19687902841412025,0.021231246308758504,1.1093343596934533,A
1.6915496360924187,-0.3468106433855901,0.4879264047818666,A
0.2957002256159914,0.22769376979583214,1.8404025419423797,A
1.4815545920384432,-0.5173666410488249,0.3051593592196358,A
1.7162549353928882,-0.4186236950332678,0.3051593592196358,A
1.30861749693517,-0.16727801426639569,0.8900139050187754,A
2.2597715200031785,-0.6250862185203416,-0.7183360959288614,A
1.0615645039304908,-0.8854085307431735,-0.3528020048043981,A
1.3580280955361046,-0.15830138281043574,-0.2431417774670599,A
1.3827333948365716,-0.7687123218156972,-0.17003495924216727,A
0.925685357777919,-0.5442965354167041,0.15894572276985047,A
2.1609503228013067,-0.5442965354167041,0.08583890454495782,A
1.703902285742655,-0.4186236950332678,0.04928549543251068,A
0.7774535619751135,-0.4724834837690262,1.2189945870307932,A
1.6050810885407834,-0.3737405377534693,1.2921014052556858,A
1.0245065549797905,-0.6879226387120596,0.9265673141312224,A
1.4692019423882092,-0.6699693758001402,0.4148195865569739,A
0.7898062116253471,0.6855019740497783,0.7072468594565445,A
1.30861749693517,-0.6340628499763014,-0.31624859569195257,A
-0.08723191354125955,1.3138661759669588,1.0362275414685609,A
0.8762747591769846,-0.4276003264892275,-0.02382132279238197,A
-0.1860531107431307,-0.6609927443441804,0.5610332230067593,A
0.6168691165220721,-0.4724834837690262,0.8900139050187754,A
0.06099988226154825,-0.25704432882599304,3.1197718608780005,A
0.4809899703695,-0.5083900095928652,0.9265673141312224,A
0.3698161235173953,-0.5532731668726638,-0.8279963232661995,A
1.0739171535807246,-0.3916938006653888,1.5845286781552548,A
1.2592068983342333,-0.5891796926965027,-0.572122459479076,A
0.900980058477452,-0.7507590589037777,1.2189945870307932,A
0.7156903137239432,-0.6071329556084222,-0.02382132279238197,A
0.8392168102262816,-0.4545302208571068,-0.02382132279238197,A
0.9380380074281528,-0.7238291645358985,1.2189945870307932,A
0.6292217661723056,-0.4814601152249859,1.0362275414685609,A
0.5921638172216048,-0.4724834837690262,0.15894572276985047,A
0.34511082421692585,-0.6250862185203416,1.73074231460504,A
0.06099988226154825,-0.6161095870643819,0.6706934503440974,A
0.0857051815620155,-0.7507590589037777,-0.9742099597159848,A
1.5062598913389122,1.4844221736301941,0.5244798138943121,A
0.6909850144234759,-0.5622497983286235,-0.2065883683546128,A
0.5056952696699673,1.3497727017907977,-0.9011031414910922,A
1.0862698032309606,-0.40067043212134856,0.8169070867938827,A
0.2957002256159914,1.475445542174234,-0.27969518657950543,A
0.06099988226154825,-0.5083900095928652,-0.9742099597159848,A
1.4939072416886787,1.5293053309099924,0.26860595010718863,A
1.703902285742655,1.1253569153918046,-0.31624859569195257,A
1.1109751025314278,-0.5891796926965027,-0.9011031414910922,A
1.3580280955361046,-0.283974223193872,0.12239231365740333,A
1.1603857011323622,-0.5442965354167041,-0.3528020048043981,A
0.06099988226154825,-0.5442965354167041,-1.1935304143906629,A
1.0245065549797905,-0.6161095870643819,0.8534604959063299,A
1.0121539053295563,-0.5263432725047846,0.195499131882296,A
0.9503906570783864,-0.3916938006653888,1.1458877688059004,A
0.9133327081276856,-0.5981563241524624,-0.4259088230292907,A
0.6909850144234759,-0.5442965354167041,0.3417127683320813,A
1.5062598913389122,-0.5712264297845833,-0.2431417774670599,A
0.3574634738671595,-0.3288573804736707,1.1458877688059004,A
0.8886274088272182,-0.8135954790954959,0.4879264047818666,A
-0.7789802939543575,-1.2534504204375223,-3.6791622340370105,B
-0.828390892555292,-1.109824317142167,-0.31624859569195257,B
-0.4454587533980411,-0.8764318992872138,-1.2666372326155555,B
0.8268641605760481,-0.9751748453027708,-1.6321713237400186,B
-0.7789802939543575,-1.0828944227742876,-0.7548895050413069,B
-1.0260332869590345,-0.7956422161835763,0.5975866321192047,B
-0.7789802939543575,-1.0110813711266098,0.7072468594565445,B
0.13511578016294998,-1.1906140002458043,-2.4363463242138366,B
-0.7789802939543575,-1.0469878969504487,-1.6321713237400186,B
0.4192267221183298,-1.2534504204375223,-0.02382132279238197,B
-0.9766226883580976,-1.0290346340385292,-2.2535792786516056,B
-0.8778014911562286,-0.6520161128882207,-0.572122459479076,B
1.0615645039304908,-0.741782427447818,1.1093343596934533,B
0.6045164668718385,-0.6071329556084222,-0.4624622321417362,B
-0.013116015639855648,-0.5981563241524624,0.8534604959063299,B
-1.2854389296139446,-1.1188009485981265,-0.2431417774670599,B
-1.656018419120962,-0.4096470635773083,-1.6321713237400186,B
0.036294582961078826,-1.2893569462613612,-2.3997929151013913,B
-1.4336707254167524,0.4969927134746242,-0.4990156412541834,B
-0.828390892555292,-1.2085672631577238,-1.5225110964026798,B
-0.37134285549663937,1.3767025961586772,0.12239231365740333,B
-1.2360283310130102,-1.2714036833494418,-1.339744050840448,B
-0.3466375561961699,-0.4724834837690262,-0.6086758685915216,B
-1.1372071338111391,-1.0828944227742876,0.5244798138943121,B
0.06099988226154825,1.3677259647027171,-0.17003495924216727,B
-1.4336707254167524,-1.2983335777173208,0.7803536776814372,B
-0.4084008044473402,-1.2175438946136834,-0.4624622321417362,B
-1.0383859366092678,-0.6520161128882207,-0.2065883683546128,B
-1.6683710687711957,-0.5981563241524624,0.9265673141312224,B
-1.6807237184214292,-0.2480676973700331,0.3417127683320813,B
-1.1372071338111391,-0.9033617936550931,-0.2431417774670599,B
-1.1372071338111391,-0.4545302208571068,-0.17003495924216727,B
-1.2360283310130102,-0.741782427447818,0.195499131882296,B
