Time,Length
0.010653202,1514
0.010688616,1514
0.041124908,1514
0.041177003,1514
0.048192918,1514
0.048224078,1514
0.053496824,1514
0.05476657,1514
0.054813131,1514
0.055136215,1514
0.056316394,1514
0.056748856,1514
0.058818901,1514
0.058844348,1514
0.058853332,1514
0.059103668,1514
0.06038706,1514
0.060416316,1514
0.0661106,1514
0.066145198,1514
0.066151784,1514
0.066156508,1514
0.066162264,1514
0.06616697,1514
0.068745016,1514
0.068760602,1514
0.068765523,1514
0.068770023,1514
0.069404477,1514
0.087380638,1514
0.087429149,1514
0.117794261,1514
0.117848074,1514
0.125494117,1514
0.125576363,1514
0.132690574,1514
0.132742731,1514
0.132751168,1514
0.13840781,1514
0.138427884,1514
0.138436394,1514
0.138442851,1514
0.140241485,1514
0.140266482,1514
0.140274811,1514
0.148508169,1514
0.148551122,1514
0.153706021,1514
0.153730453,1514
0.153738639,1514
0.153745195,1514
0.153751685,1514
0.153757823,1514
0.157075065,1514
0.157672297,1514
0.157707211,1514
0.157713185,1514
0.157716769,1514
0.165433494,1514
0.165455391,1514
0.195108324,1514
0.198170782,1514
0.198220823,1514
0.20289045,1514
0.202936233,1514
0.211490056,1514
0.211526896,1514
0.212625643,1514
0.212644049,1514
0.219724845,1514
0.219902536,1514
0.219916279,1514
0.221116667,1514
0.221133913,1514
0.221141324,1514
0.221147826,1514
0.22631609,1514
0.226343602,1514
0.232168509,1514
0.232191663,1514
0.232198078,1514
0.23220594,1514
0.232214543,1514
0.232221187,1514
0.240679809,1514
0.240702268,1514
0.240708143,1514
0.240713102,1514
0.240717486,1514
0.2407224,1514
0.24259136,1514
0.24260617,1514
0.277287221,1514
0.278643754,1514
0.279810294,1514
0.27982194,1514
0.290294951,1514
0.290326401,1514
0.29033979,1514
0.290349059,1514
0.299228419,1514
0.299253404,1514
0.299263777,1514
0.299270471,1514
0.299276292,1514
0.29928217,1514
0.299288248,1514
0.299294176,1514
0.302892782,1514
0.304559134,1514
0.310347207,1514
0.310368436,1514
0.310375227,1514
0.310378035,1514
0.320062726,1514
0.320121849,1514
0.320144361,1514
0.320159617,1514
0.32017278,1514
0.320181222,1514
0.330380076,1514
0.33039349,1514
0.354771936,1514
0.355476054,1514
0.358737364,1514
0.359327614,1514
0.367017555,1514
0.367042137,1514
0.36998621,1514
0.370009058,1514
0.377982383,1514
0.378002561,1514
0.378007497,1514
0.378013438,1514
0.378018258,1514
0.378022687,1514
0.378027483,1514
0.378032018,1514
0.381217408,1514
0.381230869,1514
0.381235868,1514
0.391719914,1514
0.391764521,1514
0.391777755,1514
0.3917864,1514
0.397229736,1514
0.397246824,1514
0.402939002,1514
0.446891244,1514
0.448822131,1514
0.448846163,1514
0.45672183,1514
0.459263169,1514
0.473161679,1514
0.474720582,1514
0.48146122,1514
0.526766897,1514
0.527353666,1514
0.543270219,1514
0.543294595,1514
0.543301526,1514
0.543305368,1514
0.543309125,1514
0.543312377,1514
0.543315288,1514
0.543318477,1514
0.543321564,1514
0.543324989,1514
0.543327993,1514
0.543331148,1514
0.550134993,1514
0.550156734,1514
0.557878135,1514
0.557926339,1514
0.620254401,1514
0.620288451,1514
0.625750022,1514
0.625782289,1514
0.625792733,1514
0.625799772,1514
0.625808697,1514
0.625815943,1514
0.62582274,1514
0.625829446,1514
0.625835723,1514
0.625842139,1514
0.625849173,1514
0.626109482,1514
0.628478382,1514
0.628496055,1514
0.635635611,1514
0.635667372,1514
0.635676849,1514
0.705402745,1514
0.705447596,1514
0.708762789,1514
0.708786981,1514
0.708795782,1514
0.708802887,1514
0.719462647,1514
0.719489476,1514
0.719494748,1514
0.719498267,1514
0.719501485,1514
0.71950676,1514
0.719509899,1514
0.719513215,1514
0.719517104,1514
0.719521129,1514
0.719532043,1514
0.719538515,1514
0.719545249,1514
0.719551024,1514
0.782074063,1514
0.782098325,1514
0.789099685,1514
0.789123432,1514
0.78913167,1514
0.789861473,1514
0.79869363,1514
0.800309182,1514
0.800326131,1514
0.80033587,1514
0.800342527,1514
0.80349099,1514
0.803518415,1514
0.803524474,1514
0.803528083,1514
0.803531628,1514
0.80353726,1514
0.803540691,1514
0.803544557,1514
0.80354781,1514
0.858552936,1514
0.858587118,1514
0.866222782,1514
0.867065018,1514
0.867077023,1514
0.876263388,1514
0.876289539,1514
0.876299524,1514
0.878622617,1514
0.880523013,1514
0.880536333,1514
0.880544855,1514
0.891894404,1514
0.89192773,1514
0.89193347,1514
0.891936369,1514
0.891942608,1514
0.891947177,1514
0.891958725,1514
0.8919629,1514
0.891966033,1514
0.940694226,1514
0.940725605,1514
0.948919389,1514
0.948936835,1514
0.948944283,1514
0.973320576,1514
0.97336692,1514
0.973374328,1514
0.973385352,1514
0.973402724,1514
0.973410436,1514
0.973418835,1514
0.974328969,1514
0.99241521,1514
0.992444823,1514
0.992453574,1514
0.992457428,1514
