file,dogs,cats
data/dogs_cats/original/unknown/0.jpg,0.704018235206604,0.2959817945957184
data/dogs_cats/original/unknown/2.jpg,0.7953740358352661,0.2046259045600891
data/dogs_cats/original/unknown/4.jpg,0.9998772144317627,0.00012274208711460233
data/dogs_cats/original/unknown/1.jpg,0.5006883144378662,0.499311625957489
data/dogs_cats/original/unknown/5.jpg,0.8073365688323975,0.19266347587108612
data/dogs_cats/original/unknown/7.jpg,0.22970618307590485,0.7702937722206116
data/dogs_cats/original/unknown/8.jpg,0.4017864167690277,0.5982136130332947
data/dogs_cats/original/unknown/9.jpg,0.42039555311203003,0.57960444688797
data/dogs_cats/original/unknown/6.jpg,0.37107107043266296,0.6289289593696594
data/dogs_cats/original/unknown/3.jpg,0.6540158987045288,0.3459840714931488
