label,A,B,C
1,0.9672355703800934,0.7278853873520241,0.6980399807019028
0,0.4182307256371944,0.12967700716400382,0.4978224177552314
0,0.37062592810074513,0.07530821201176197,0.4340226535716484
1,0.5672363815105272,0.6208848768565913,0.8493661702421438
0,0.40045438549261414,0.43940640012774085,0.46054933379193724
0,0.8915065293834313,0.4394333301690208,0.06798443010033445
0,0.17545524438509003,0.313324145433402,0.25362149191452976
0,0.49549482243440757,0.45210088542388754,0.5355271993999915
1,0.6430914899129003,0.4303187665581341,0.5476520077438817
0,0.57302875578866,0.2867661761756424,0.03173028857261467
1,0.1469456234095311,0.5997023393712491,0.9246173127735953
0,0.3592202387242581,0.02209503056477169,0.0224701217480181
0,0.03848535235270595,0.4903178784216698,0.49925447268788825
1,0.02121791236060211,0.9013075717857904,0.6947664385163292
0,0.26003649229628195,0.5206702867957724,0.18889461970609134
0,0.7844042232845336,0.27963053100769525,0.4703106277119816
1,0.9942712568178904,0.1505434305870747,0.7394363533593971
0,0.313670554505478,0.010026445152299668,0.3160902676480577
0,0.03028840182289866,0.17628849152052367,0.36901714462601715
0,0.18197754466997845,0.1255611390917351,0.2963359378332446
0,0.01346060250466502,0.29781075292876824,0.8114198293355416
0,0.09369717045897097,0.1550083477050465,0.40190383519745665
0,0.7807846337193065,0.05092084631593574,0.8331231747756623
1,0.8874860786385577,0.8316448824775596,0.5575508640393556
0,0.8607039289917437,0.904598097074252,0.4192381895141128
0,0.8540285545647233,0.4031289205675275,0.0648445688980534
0,0.4603061914938153,0.17317714033342674,0.20988559189562594
1,0.4750805831915114,0.4716339179595544,0.5065431724856022
1,0.8554790819292477,0.6272384954367904,0.6685063997357547
1,0.0225384050426799,0.9659661879465689,0.14350558862088736
0,0.9934277516564436,0.5380726002213789,0.449837418011899
1,0.5304787683744552,0.8500559656357534,0.7375179322920875
0,0.1759208150982975,0.8737625778764845,0.7614012516604685
0,0.5969744804185432,0.40840542360846144,0.6041640405589386
1,0.8643014831533333,0.31430360515004135,0.9750340739023353
0,0.027416794654896548,0.21149200220023412,0.38824883036138874
1,0.7489399966225343,0.034208344231594134,0.5727755326303867
0,0.09554100032159218,0.17564477915241233,0.29330656045719317
1,0.9107219277211966,0.7222370281685557,0.8098809689458731
0,0.21579679866531776,0.3913109173675018,0.40058045477956283
0,0.12254164821896335,0.3514403302779369,0.3470616058196608
0,0.4682420355288867,0.03579049856639405,0.7870724717886527
0,0.40661085296991273,0.3954584481952754,0.23207160715220637
0,0.05156662244953508,0.3962346925453452,0.36686758815642445
1,0.9541005620199381,0.9282408198864376,0.9778435694902897
0,0.42197162700853,0.08957680247517846,0.42076778729371944
0,0.3837092688815196,0.4762056592274264,0.39937362480456073
0,0.16212343375914778,0.0533718487414061,0.46728117225065674
0,0.3767716547199475,0.12106303125005091,0.12498304044507846
0,0.7498451946852205,0.19831982977228158,0.20910882564751193
0,0.336927905395374,0.3737045003737928,0.6545809448942359
0,0.9520696345792772,0.678523498024598,0.07466369927891853
0,0.13367868122477955,0.25862694140781467,0.3594553204555259
0,0.8520681833051703,0.15742376422431015,0.6544337960405855
0,0.011562378213158364,0.42681973645304866,0.1335867601983589
0,0.9281949348061647,0.08612387094605317,0.8389789220594033
0,0.27856062363002526,0.2995003208732495,0.5826941322469906
0,0.2336976040560485,0.42832447196377543,0.6332057793369479
1,0.8789540980377334,0.6411558211694185,0.47935734770213
0,0.872496034317801,0.09359287329728933,0.5707022173823434
0,0.9536788341992505,0.21164764497786048,0.042962708018599194
0,0.16740096856456105,0.17833054234220436,0.3377536808574276
0,0.27217826738511613,0.10504813359790849,0.4776686522736512
0,0.9515471736800354,0.3327165262123989,0.5564054938872017
0,0.6729608142963805,0.38620962339800957,0.1477670135457133
0,0.05664802591086304,0.6229051539881187,0.3364125250505184
0,0.3228339021287838,0.3590466540099071,0.2831957107121622
1,0.534077958912472,0.5550403746963197,0.9384345892510719
0,0.22885192737867116,0.3602386848985733,0.27746191360267364
1,0.630180644274301,0.965701862769496,0.6227597797150531
0,0.25235589694704136,0.8083101583515375,0.02105541333071509
0,0.3858551907138088,0.17705468414443837,0.2016694301673474
0,0.943657612188315,0.056065440742606554,0.04982435212091285
0,0.5921259113274144,0.09242296478961959,0.7916723315784739
0,0.2638006067660872,0.07323557831169081,0.09681922400265891
1,0.4015782305778436,0.8749247030556209,0.9849562725339192
0,0.48848833713337164,0.1915731516329478,0.2915283453077264
0,0.9988135542441803,0.43000539640948754,0.6993180133756798
0,0.26477395822067,0.24593627144809016,0.23026672452281055
0,0.446025182130222,0.3229791743559038,0.716997726696532
0,0.038918158034228545,0.3116389472914066,0.17995050779857785
0,0.4291456074978918,0.8384412403093753,0.34732985754839074
0,0.5341300179684998,0.35797606065859106,0.8282035663803811
0,0.021350780161008776,0.3784247123483174,0.054561070303946746
1,0.7889444149718108,0.9195888698417911,0.6503610124141543
0,0.5502943581445511,0.23220265454643058,0.20072891726483533
0,0.0013502754427253683,0.18548659402037182,0.29823709056455355
0,0.10464371004040185,0.07173858529107446,0.09764976858754792
0,0.08411646054215938,0.08413790776102903,0.05503467697158965
1,0.9744419521121608,0.9887856677058797,0.20387148496821106
0,0.23729299824924965,0.9866684082561976,0.10945524365292031
0,0.36383812610359634,0.17317954418319415,0.025945606855531378
0,0.8670929222177222,0.7672980472845394,0.15027407738778664
0,0.2961288601816944,0.1723695707211058,0.6588006822936519
1,0.973028178553637,0.954732783067693,0.9816970024934197
0,0.5413121903257759,0.8996557410811461,0.76156105346984
1,0.14671676674526396,0.8476384924665836,0.5267302714498507
1,0.0873154991770772,0.8050682971355949,0.34002388186132865
0,0.20736140176075857,0.41782863787431296,0.4617515473959168
0,0.36031452846803863,0.24030749628381537,0.08487157339993961
