x,y
-4.872191854093914,-63.80346098570576
-4.806566377017574,-53.62037513282125
-4.805247585123754,-49.402938712408336
-4.795163872087674,-22.875901370892205
-4.792670211188287,-56.651455108968676
-4.443263204149216,-29.66131681010018
-4.371123761392996,-35.2883107127634
-4.363135692253445,-29.612352994969594
-4.299771973754975,3.095031566162614
-4.296174048930431,-41.91155190568374
-4.249980068912843,-19.892377678451716
-4.1604685667794294,-13.494534652534899
-3.9126392813102506,4.1146196786431535
-3.883387680053396,-37.72019037572915
-3.832627312199838,10.899543683246241
-3.4208769332506304,4.191146867786795
-3.349133824047729,13.918460694509228
-3.311827014145472,-1.6753114670908238
-3.3097118940924766,-35.863964447816045
-3.197303111232308,-14.765729339176563
-3.0698191973340236,15.767249075693083
-2.6012532094752663,3.035275728572256
-2.0973633286468796,2.0939506608616107
-2.0004799056944567,38.831101146643135
-1.836326883874596,46.797471114061196
-1.8120120313756638,1.9712989103274403
-1.811297602414249,41.36929981456391
-1.8063229294909,-37.17037513661085
-1.6612557854890764,-38.62526225233943
-1.6591710569766094,19.691374297059237
-1.6563584583876,-2.896551072111949
-1.6194595035047221,13.819554913177534
-1.5537550904078257,12.376262008914964
-1.4156207165184376,-0.19738450750384917
-1.3851645779679822,15.126112681413359
-1.353843570039589,4.385511383194739
-1.343298324228469,-29.310116140586253
-1.3238237493235006,5.638709797383575
-0.9967156707819158,3.70012780750533
-0.983235193693478,36.58847622269331
-0.8133656981815918,-23.317924319858943
-0.7979639541227257,-0.45995974545248564
-0.6375906633483908,-9.890614812149574
-0.6204079393722173,-4.121870754425526
-0.472408355080024,31.220582461730373
-0.3845970861269954,5.34426787996813
-0.36781473501655393,-11.56740427868059
-0.20202718340569636,0.3930512965845865
-0.145729018322176,12.529557427335947
-0.12628392680128386,-22.70844097661325
0.5238382150549725,-7.8437207651242575
0.6181871014487839,28.608706655070943
0.6828966892726629,15.157655318092488
0.7555854105523452,-2.507539064765714
0.9954339625765551,-9.586187881989
1.0206405124882456,-2.9136214108179934
1.1163199673481439,-30.008273627907933
1.1601838507265139,20.3002537598524
1.2283400765298957,8.974529992504834
1.3233401382349608,6.013283360193888
1.422148587410551,-21.426776213014328
1.4805644197581347,-8.958097969897088
1.5261473991558394,16.30541232799842
1.5869235143308846,12.118773955698897
1.9606617477065724,4.174477258396616
2.0116427504351684,25.36944315616806
2.127259356888429,36.850443166234584
2.1784917933987877,5.897326264604253
2.249339291921478,10.69267109894033
2.2996447022081856,5.329575991782317
2.3282533634817613,0.4496646882329607
2.34212987305353,39.895946945848074
2.3466772090450174,34.297467460813216
2.38252622848673,31.945292477869078
2.399515177978947,2.2467273670926637
2.5897958816050535,10.981850732762666
2.5964946755217353,30.78049565644174
2.6449109654447147,25.580173536788376
2.676322349393081,37.38313521543233
2.7054806641501905,22.077068077412175
2.9010112343378944,56.84160729289213
2.926213850799262,80.80794194678188
2.9387240663480707,76.28080762691846
2.9643575398794617,78.64441079345535
3.0656679092772112,52.36181408333172
3.1096657395506733,71.40243496437185
3.182753578641435,48.91145081837833
3.3303740858442743,82.28193443155901
3.479789975469745,64.4151357764353
3.507950893767787,63.7975584460534
3.5715424707282963,64.36662244122826
3.7529458002368288,102.34242607335185
3.939041702850812,106.2356062466903
4.054003208000719,112.60463727084228
4.329046271873459,107.22587031039642
4.418066523433661,140.21358475193804
4.491023977466375,114.78327163885447
4.498333057371812,173.76069505509807
4.574440528259551,148.29349163662093
4.866733303584686,182.34616101183343
